Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,
Paris Oud Afnanfor women and men,for women and men,3.83,12,"['powdery', 'woody', 'citrus', 'sweet', 'amber', 'yellow floral', 'fruity', 'vanilla', 'aromatic', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Paris-Oud-84401.html
Precious Oudh Afnanfor men,for men,4.25,8,"['warm spicy', 'rose', 'oud', 'fresh spicy', 'amber', 'vanilla', 'cinnamon', 'floral', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Precious-Oudh-38851.html
Pure Musk Afnanfor women and men,for women and men,4.16,232,"['musky', 'powdery', 'floral']",[],https://www.fragrantica.com/perfume/Afnan/Pure-Musk-78614.html
Rahaal Afnanfor women and men,for women and men,4.4,5,"['amber', 'powdery', 'floral', 'fruity', 'musky', 'sweet', 'woody', 'vanilla', 'warm spicy', 'aromatic']",[],https://www.fragrantica.com/perfume/Afnan/Rahaal-72319.html
Reyaam Afnanfor women,for women,4,6,"['woody', 'floral', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Reyaam-42669.html
Silver Musk Afnanfor women and men,for women and men,3.97,39,"['musky', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Silver-Musk-74233.html
Souvenir Blooming Bliss Afnanfor women,for women,3.67,6,"['coconut', 'vanilla', 'sweet', 'caramel', 'woody', 'lactonic', 'tropical', 'powdery', 'balsamic']",[],https://www.fragrantica.com/perfume/Afnan/Souvenir-Blooming-Bliss-94921.html
Supreme Amber Afnanfor women and men,for women and men,4.24,21,"['amber', 'oud', 'floral', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Supreme-Amber-72320.html
Supreme Musk Afnanfor women and men,for women and men,4.39,23,"['musky', 'sweet', 'rose', 'powdery', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Supreme-Musk-72321.html
Zabarjad Afnanfor women and men,for women and men,5,1,"['fruity', 'sweet', 'woody', 'powdery', 'amber', 'green', 'honey']",[],https://www.fragrantica.com/perfume/Afnan/Zabarjad-72318.html
Zahrat Al Oud Afnanfor women and men,for women and men,4.33,3,"['oud', 'amber', 'woody', 'animalic', 'powdery', 'balsamic', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Afnan/Zahrat-Al-Oud-72322.html
Zimaya Wujood Afnanfor men,for men,4.8,49,"['vanilla', 'fresh spicy', 'amber', 'warm spicy', 'powdery', 'balsamic', 'aromatic', 'musky', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Zimaya-Wujood-90227.html
Musctique Afnanfor women and men,for women and men,4.74,42,"['green', 'musky', 'warm spicy', 'aromatic', 'oud', 'white floral', 'fresh spicy', 'powdery', 'fresh', 'metallic']",[],https://www.fragrantica.com/perfume/Afnan/Musctique-77451.html
Ouddiction Afnanfor women and men,for women and men,4.29,21,"['woody', 'oud', 'aromatic', 'warm spicy', 'lavender', 'fresh spicy', 'amber', 'sweet', 'leather', 'tobacco']",[],https://www.fragrantica.com/perfume/Afnan/Ouddiction-77452.html
Highness III Afnanfor men,for men,4.29,94,"['woody', 'aromatic', 'fresh spicy', 'green', 'oud', 'mossy', 'citrus', 'leather']",[],https://www.fragrantica.com/perfume/Afnan/Highness-III-71861.html
Highness IV Afnanfor women,for women,4.1,10,"['musky', 'powdery', 'woody', 'warm spicy', 'rose', 'oud', 'citrus']",[],https://www.fragrantica.com/perfume/Afnan/Highness-IV-78113.html
Highness IX Afnanfor women and men,for women and men,3.67,6,"['powdery', 'musky', 'fruity', 'floral', 'amber', 'sweet', 'animalic', 'fresh spicy', 'rose', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Highness-IX-78432.html
Highness V Afnanfor women,for women,4.54,13,"['white floral', 'tuberose', 'musky', 'sweet', 'animalic', 'powdery', 'fruity', 'patchouli', 'amber', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Highness-V-78114.html
Highness VI Afnanfor men,for men,4.48,44,"['amber', 'warm spicy', 'fresh spicy', 'animalic', 'lavender', 'musky', 'powdery', 'fruity', 'patchouli', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Highness-VI-78115.html
Highness White Afnanfor men,for men,4.38,8,"['amber', 'animalic', 'musky', 'white floral', 'ozonic', 'balsamic', 'aquatic', 'woody', 'powdery', 'earthy']",[],https://www.fragrantica.com/perfume/Afnan/Highness-White-78111.html
Highness X Afnanfor men,for men,4.54,24,"['earthy', 'woody', 'aromatic', 'citrus', 'fresh spicy', 'musky', 'powdery', 'warm spicy', 'green']",[],https://www.fragrantica.com/perfume/Afnan/Highness-X-78116.html
Historic Doria Afnanfor women and men,for women and men,3.79,101,"['musky', 'woody', 'white floral', 'citrus', 'fruity', 'sweet', 'amber', 'powdery', 'tuberose', 'animalic']",[],https://www.fragrantica.com/perfume/Afnan/Historic-Doria-75671.html
Al Joud Afnanfor women,for women,4,1,[],[],https://www.fragrantica.com/perfume/Afnan/Al-Joud-27379.html
Arabian Gems Afnanfor women,for women,3.43,7,"['vanilla', 'amber', 'sweet', 'soft spicy', 'white floral', 'warm spicy', 'balsamic']",[],https://www.fragrantica.com/perfume/Afnan/Arabian-Gems-27343.html
Arabian Gems Afnanfor men,for men,3.55,11,[],[],https://www.fragrantica.com/perfume/Afnan/Arabian-Gems-27344.html
Balquis Afnanfor women,for women,3.4,5,[],[],https://www.fragrantica.com/perfume/Afnan/Balquis-27345.html
Gold Wood Afnanfor women and men,for women and men,4.27,11,[],[],https://www.fragrantica.com/perfume/Afnan/Gold-Wood-27346.html
Made for Her Afnanfor women,for women,N/A,N/A,[],[],https://www.fragrantica.com/perfume/Afnan/Made-for-Her-27376.html
Made for Him Afnanfor men,for men,1,1,[],[],https://www.fragrantica.com/perfume/Afnan/Made-for-Him-27375.html
Majestic Black Afnanfor men,for men,4.28,29,[],[],https://www.fragrantica.com/perfume/Afnan/Majestic-Black-27347.html
Majestic Femme Afnanfor women,for women,4,1,[],[],https://www.fragrantica.com/perfume/Afnan/Majestic-Femme-27371.html
Majestic Gold Afnanfor men,for men,4.26,23,"['fruity', 'amber', 'leather', 'sweet', 'patchouli', 'animalic', 'oud', 'woody', 'musky', 'rose']",[],https://www.fragrantica.com/perfume/Afnan/Majestic-Gold-27369.html
Majestic Oud Afnanfor men,for men,3.83,6,"['warm spicy', 'amber', 'oud', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Majestic-Oud-27348.html
Majestic Sport Afnanfor men,for men,4,3,[],[],https://www.fragrantica.com/perfume/Afnan/Majestic-Sport-27370.html
Provoke Black Afnanfor women and men,for women and men,4.12,8,[],[],https://www.fragrantica.com/perfume/Afnan/Provoke-Black-27349.html
Provoke White Afnanfor women and men,for women and men,3.57,7,[],[],https://www.fragrantica.com/perfume/Afnan/Provoke-White-27350.html
Abraaj Afnanfor women and men,for women and men,4,7,"['floral', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Abraaj-27377.html
Al Fustan Gold Afnanfor women and men,for women and men,4.33,3,"['oud', 'amber', 'woody', 'powdery', 'warm spicy', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Afnan/Al-Fustan-Gold-27353.html
Al Fustan Silver Afnanfor women and men,for women and men,N/A,N/A,"['musky', 'oud', 'powdery', 'woody', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Al-Fustan-Silver-27354.html
Arjowaan Afnanfor women and men,for women and men,3.93,27,"['fruity', 'woody', 'floral', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Arjowaan-27355.html
Basma Afnanfor women and men,for women and men,2.5,2,[],[],https://www.fragrantica.com/perfume/Afnan/Basma-27356.html
Fakhr Al Jammal Afnanfor women and men,for women and men,3.96,24,[],[],https://www.fragrantica.com/perfume/Afnan/Fakhr-Al-Jammal-27358.html
Mukhlat Abiyad Afnanfor women and men,for women and men,3.65,75,"['woody', 'musky', 'amber', 'powdery', 'warm spicy', 'animalic']",[],https://www.fragrantica.com/perfume/Afnan/Mukhlat-Abiyad-27359.html
Musk Abiyad Afnanfor women and men,for women and men,4.1,166,"['musky', 'powdery', 'rose', 'woody', 'floral']",[],https://www.fragrantica.com/perfume/Afnan/Musk-Abiyad-27360.html
Naema Black Afnanfor women and men,for women and men,4.18,17,[],[],https://www.fragrantica.com/perfume/Afnan/Naema-Black-27361.html
Naema White Afnanfor women and men,for women and men,4.25,4,"['citrus', 'green', 'powdery', 'warm spicy', 'fresh']",[],https://www.fragrantica.com/perfume/Afnan/Naema-White-27362.html
Omniya Gold Afnanfor women,for women,4.2,15,"['sweet', 'powdery', 'fruity', 'vanilla', 'cherry', 'woody', 'yellow floral', 'musky', 'ozonic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Omniya-Gold-27363.html
Omniya Silver Afnanfor men,for men,4.18,11,"['woody', 'citrus', 'lavender', 'green', 'floral', 'amber', 'musky', 'leather', 'aromatic', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Omniya-Silver-27364.html
Oud al Ahbaab Afnanfor women and men,for women and men,4.75,4,"['oud', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Afnan/Oud-al-Ahbaab-27365.html
Oudh al Amiri Afnanfor women and men,for women and men,N/A,N/A,"['oud', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Afnan/Oudh-al-Amiri-27366.html
Oudh al Bahar Afnanfor women and men,for women and men,4,14,"['warm spicy', 'vanilla', 'woody', 'powdery', 'amber', 'cinnamon', 'honey', 'sweet', 'fresh spicy', 'floral']",[],https://www.fragrantica.com/perfume/Afnan/Oudh-al-Bahar-27367.html
Tasneem Afnanfor women,for women,3.89,36,[],[],https://www.fragrantica.com/perfume/Afnan/Tasneem-27368.html
Oud Rising Afnanfor women and men,for women and men,3.5,6,"['woody', 'oud', 'musky', 'sweet', 'aromatic', 'balsamic', 'white floral', 'powdery', 'earthy', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Afnan/Oud-Rising-92433.html
Souvenir Floral Bouquet Afnanfor women,for women,3.85,285,"['rose', 'musky', 'floral', 'fruity', 'fresh', 'powdery', 'green', 'vanilla', 'citrus', 'aromatic']",[],https://www.fragrantica.com/perfume/Afnan/Souvenir-Floral-Bouquet-71179.html
Supremacy Gala Afnanfor women,for women,4.3,10,"['floral', 'white floral', 'lactonic', 'patchouli', 'sweet', 'tropical', 'woody', 'citrus', 'fruity', 'caramel']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Gala-92430.html
Supremacy Gold Afnanfor women and men,for women and men,3.86,177,"['amber', 'powdery', 'fresh spicy', 'violet', 'floral', 'vanilla', 'oud', 'iris', 'woody', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Gold-27351.html
Supremacy In Heaven Afnanfor men,for men,4.06,379,"['citrus', 'woody', 'fruity', 'green', 'musky', 'powdery', 'fresh spicy', 'aromatic', 'floral', 'soft spicy']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-In-Heaven-70703.html
Supremacy in Oud Afnanfor women and men,for women and men,4.34,763,"['warm spicy', 'fresh spicy', 'oud', 'sweet', 'patchouli', 'metallic', 'lavender', 'musky', 'leather', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-in-Oud-68283.html
Supremacy Incense Afnanfor men,for men,4.04,603,"['amber', 'smoky', 'fresh spicy', 'woody', 'warm spicy', 'oud', 'balsamic', 'aromatic', 'leather', 'patchouli']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Incense-64372.html
Supremacy Noir Afnanfor women and men,for women and men,3.96,190,"['woody', 'aromatic', 'green', 'leather', 'conifer', 'patchouli']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Noir-40683.html
Supremacy Not Only Intense Afnanfor men,for men,4.4,"2,185","['fruity', 'mossy', 'woody', 'earthy', 'citrus', 'fresh spicy', 'aromatic', 'animalic', 'amber', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Not-Only-Intense-68271.html
Supremacy Pink Afnanfor women,for women,4.13,84,"['rose', 'floral', 'fresh', 'musky', 'powdery', 'white floral', 'soft spicy', 'amber', 'violet']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Pink-70705.html
Supremacy Purple Afnanfor women,for women,3.97,88,"['fruity', 'musky', 'sweet', 'powdery', 'amber', 'citrus', 'vanilla', 'fresh', 'animalic']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Purple-70704.html
Supremacy Silver Afnanfor men,for men,4.09,"1,547","['fruity', 'leather', 'woody', 'sweet', 'smoky', 'citrus', 'musky', 'tropical', 'fresh', 'mossy']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Silver-27352.html
Supremacy Tapis Rouge Afnanfor women,for women,4.3,23,"['fruity', 'warm spicy', 'cherry', 'woody', 'aromatic', 'floral', 'rose', 'fresh', 'earthy', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Supremacy-Tapis-Rouge-92429.html
Precious Black Afnanfor women,for women,4.22,9,[],[],https://www.fragrantica.com/perfume/Afnan/Precious-Black-27372.html
Precious Musk Afnanfor women,for women,3.6,5,"['musky', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Precious-Musk-27374.html
Precious Pink Afnanfor women,for women,4,5,"['floral', 'fruity', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Precious-Pink-27373.html
Turathi Brown Afnanfor men,for men,4.5,284,"['warm spicy', 'amber', 'woody', 'vanilla', 'patchouli', 'powdery', 'ozonic', 'balsamic', 'rose', 'earthy']",[],https://www.fragrantica.com/perfume/Afnan/Turathi-Brown-84403.html
Turathi Purple Afnanfor women,for women,4.44,34,"['fruity', 'warm spicy', 'patchouli', 'vanilla', 'woody', 'earthy', 'sweet', 'fresh', 'mossy', 'balsamic']",[],https://www.fragrantica.com/perfume/Afnan/Turathi-Purple-84402.html
Turathi Red Afnanfor women,for women,3.77,13,"['floral', 'musky', 'white floral', 'rose', 'powdery', 'fresh', 'woody']",[],https://www.fragrantica.com/perfume/Afnan/Turathi-Red-84404.html
Ajwa Al Haramain Perfumesfor women and men,for women and men,3.88,43,"['powdery', 'warm spicy', 'woody', 'yellow floral', 'citrus', 'fresh spicy', 'floral', 'green', 'white floral', 'sweet']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Ajwa-19805.html
Al Buraq Al Haramain Perfumesfor women and men,for women and men,4.25,36,"['rose', 'oud', 'amber', 'warm spicy', 'musky', 'powdery', 'metallic', 'floral', 'leather']",['Francisco Carbonnel'],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Al-Buraq-3898.html
Al Haramain Collection Gold Al Haramain Perfumesfor women and men,for women and men,4.11,19,"['woody', 'vanilla', 'powdery', 'floral', 'oud', 'fruity', 'aromatic', 'fresh spicy', 'musky', 'sweet']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Al-Haramain-Collection-Gold-19854.html
Al Haramain Collection Silver Al Haramain Perfumesfor women and men,for women and men,3.17,6,"['woody', 'aromatic', 'fresh spicy', 'powdery', 'warm spicy', 'musky']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Al-Haramain-Collection-Silver-19855.html
Amira Gold Al Haramain Perfumesfor women,for women,3.94,212,"['amber', 'powdery', 'citrus', 'oud', 'vanilla', 'woody', 'floral', 'balsamic', 'smoky', 'musky']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amira-Gold-19838.html
Amira Silver Al Haramain Perfumesfor women and men,for women and men,4,15,"['amber', 'vanilla', 'floral', 'powdery', 'citrus', 'woody', 'oud', 'patchouli', 'sweet', 'musky']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amira-Silver-19839.html
Angel Al Haramain Perfumesfor women and men,for women and men,3.96,122,"['vanilla', 'fresh spicy', 'powdery', 'aromatic', 'musky', 'lavender', 'citrus', 'sweet', 'floral']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Angel-34904.html
Areej Al Oud Al Haramain Perfumesfor women and men,for women and men,3.5,10,"['woody', 'earthy', 'warm spicy', 'patchouli', 'rose', 'fresh spicy', 'musky', 'aromatic']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Areej-Al-Oud-70374.html
Atifa Blanche Al Haramain Perfumesfor women,for women,4.11,46,"['citrus', 'white floral', 'rose', 'fresh spicy', 'powdery', 'aromatic', 'violet', 'amber', 'fresh', 'vanilla']",['Christian Carbonnel'],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Atifa-Blanche-26538.html
Atifa Noir Al Haramain Perfumesfor women,for women,4.02,48,"['amber', 'warm spicy', 'sweet', 'musky', 'caramel', 'floral', 'green', 'aromatic', 'fresh spicy', 'balsamic']",['Christian Carbonnel'],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Atifa-Noir-26539.html
Attar Al Kaaba Al Haramain Perfumesfor women and men,for women and men,4.26,275,"['rose', 'oud', 'woody', 'powdery', 'amber', 'warm spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Attar-Al-Kaaba-3899.html
Attar Lamha Al Haramain Perfumesfor women and men,for women and men,3.33,3,"['oud', 'woody', 'floral', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Attar-Lamha-19837.html
Attar Mubakhar Gold Al Haramain Perfumesfor women,for women,3.67,9,"['warm spicy', 'amber', 'powdery', 'metallic']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Attar-Mubakhar-Gold-19857.html
Attar Mubakhar Silver Al Haramain Perfumesfor men,for men,4.25,4,"['warm spicy', 'floral', 'powdery', 'woody', 'musky', 'amber', 'balsamic', 'oud', 'vanilla', 'smoky']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Attar-Mubakhar-Silver-19858.html
Ayah Al Haramain Perfumesfor women and men,for women and men,3.92,12,"['woody', 'rose', 'warm spicy', 'powdery', 'patchouli', 'oud', 'amber', 'musky', 'balsamic', 'earthy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Ayah-26540.html
Azlan Oud Blue Edition Al Haramain Perfumesfor women and men,for women and men,4.38,24,"['warm spicy', 'woody', 'aromatic', 'citrus', 'patchouli', 'lavender', 'amber', 'earthy', 'cinnamon', 'soft spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Azlan-Oud-Blue-Edition-83047.html
Baby Rose Al Haramain Perfumesfor women,for women,3.33,9,"['rose', 'woody', 'fruity', 'amber', 'powdery', 'white floral', 'floral', 'warm spicy', 'sweet']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Baby-Rose-19863.html
Badar Al Hayat Al Haramain Perfumesfor women and men,for women and men,4.2,5,"['amber', 'oud', 'rose', 'warm spicy', 'vanilla', 'powdery']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Badar-Al-Hayat-19836.html
Barq Al Haramain Perfumesfor women and men,for women and men,4.5,2,"['floral', 'warm spicy', 'amber', 'fruity', 'sweet', 'musky']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Barq-19806.html
Basma Bleu Al Haramain Perfumesfor women and men,for women and men,1,1,[],[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Basma-Bleu-48227.html
Chateau De La Haramain Argent Al Haramain Perfumesfor women,for women,5,1,"['rose', 'patchouli', 'musky', 'woody', 'powdery', 'warm spicy', 'earthy', 'citrus', 'aromatic', 'floral']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Chateau-De-La-Haramain-Argent-53247.html
Chateau De La Haramain D’Or Al Haramain Perfumesfor women,for women,4,1,"['aromatic', 'citrus', 'fresh spicy', 'white floral', 'rose', 'vanilla', 'green', 'sweet', 'warm spicy', 'amber']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Chateau-De-La-Haramain-D-Or-53248.html
Cherry Blossom Al Haramain Perfumesfor women and men,for women and men,2,2,"['rose', 'citrus', 'floral', 'fresh spicy', 'musky', 'aromatic']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Cherry-Blossom-90946.html
Classic Al Haramain Perfumesfor women,for women,3.9,10,"['sweet', 'woody', 'white floral', 'vanilla', 'fruity', 'powdery', 'yellow floral']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Classic-61374.html
Coupe Pour Homme Al Haramain Perfumesfor men,for men,4,7,[],[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Coupe-Pour-Homme-53269.html
Cubic Al Haramain Perfumesfor women and men,for women and men,4.29,21,"['fruity', 'woody', 'amber', 'citrus', 'powdery', 'iris', 'musky', 'white floral', 'sweet', 'floral']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Cubic-40180.html
Dazzle Al Haramain Perfumesfor women,for women,3.73,51,"['fruity', 'rose', 'woody', 'patchouli', 'aromatic', 'citrus', 'floral', 'fresh spicy', 'herbal', 'warm spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dazzle-43299.html
Dazzle Intense Al Haramain Perfumesfor women and men,for women and men,3.89,93,"['sweet', 'fruity', 'white floral', 'vanilla', 'powdery', 'citrus', 'patchouli', 'balsamic', 'musky', 'woody']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dazzle-Intense-52854.html
Dehn Al Oudh Cambodi Al Haramain Perfumesfor women and men,for women and men,4.1,29,"['oud', 'green', 'vanilla', 'musky', 'patchouli', 'powdery', 'woody', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dehn-Al-Oudh-Cambodi-26554.html
Dehnal Oudh Ateeq Al Haramain Perfumesfor women and men,for women and men,4,1,"['oud', 'honey', 'vanilla', 'sweet', 'amber', 'animalic', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dehnal-Oudh-Ateeq-26551.html
Opportune Amwayfor women,for women,3.9,100,"['floral', 'citrus', 'fresh', 'warm spicy', 'fresh spicy', 'woody', 'powdery', 'rose']",[],https://www.fragrantica.com/perfume/Amway/Opportune-8912.html
Wistful No1 Amwayfor women,for women,3.79,62,"['floral', 'citrus', 'woody', 'fruity', 'fresh spicy', 'aquatic', 'sour']",[],https://www.fragrantica.com/perfume/Amway/Wistful-No1-17368.html
Expectations for Her Amwayfor women,for women,4.5,4,"['woody', 'rose', 'white floral', 'fruity', 'fresh', 'musky', 'powdery', 'balsamic', 'floral', 'green']",[],https://www.fragrantica.com/perfume/Amway/Expectations-for-Her-39545.html
Imagine for Her Amwayfor women,for women,4.25,4,"['floral', 'fruity', 'sweet']",[],https://www.fragrantica.com/perfume/Amway/Imagine-for-Her-39547.html
Promise for Her Amwayfor women,for women,4.5,6,"['fruity', 'sweet', 'aquatic', 'fresh']",[],https://www.fragrantica.com/perfume/Amway/Promise-for-Her-39546.html
Andrés Croxatto Man Andres Croxattofor men,for men,3.23,"1,295","['citrus', 'woody', 'green', 'aromatic', 'fresh', 'fresh spicy', 'mossy', 'powdery', 'earthy', 'herbal']","['Andrés Croxatto', 'Chris Maurice']",https://www.fragrantica.com/perfume/Andres-Croxatto/Andres-Croxatto-Man-68880.html
Jardin Bleu AB 1882for women and men,for women and men,N/A,N/A,"['woody', 'citrus', 'oud', 'white floral', 'rose', 'patchouli', 'warm spicy', 'amber', 'smoky', 'balsamic']",['Sarah Baron-Abrioux'],https://www.fragrantica.com/perfume/AB-1882/Jardin-Bleu-78207.html
Joli Rien AB 1882for women and men,for women and men,N/A,N/A,"['fruity', 'sweet', 'powdery', 'woody', 'violet', 'vanilla', 'fresh', 'citrus', 'floral', 'white floral']",['Sarah Baron-Abrioux'],https://www.fragrantica.com/perfume/AB-1882/Joli-Rien-78209.html
Khayaal Afnanfor women and men,for women and men,4,5,"['white floral', 'musky', 'citrus', 'rose', 'woody', 'powdery', 'floral', 'fresh', 'animalic', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Khayaal-39294.html
Lilia Afnanfor women,for women,4.19,16,"['white floral', 'floral', 'citrus', 'tuberose', 'amber', 'violet', 'animalic', 'powdery', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Lilia-72323.html
Cherry Bouquet Afnanfor women,for women,4.21,24,"['fruity', 'cherry', 'sweet', 'almond', 'woody', 'nutty', 'rose', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Cherry-Bouquet-92435.html
La Fleur Bouquet Afnanfor women,for women,3.99,164,"['sweet', 'fruity', 'floral', 'white floral', 'powdery', 'citrus', 'musky', 'rose', 'fresh', 'animalic']",[],https://www.fragrantica.com/perfume/Afnan/La-Fleur-Bouquet-70707.html
Mystique Bouquet Afnanfor women,for women,4.23,192,"['citrus', 'musky', 'fruity', 'amber', 'powdery', 'sweet', 'floral', 'fresh', 'earthy', 'mossy']",[],https://www.fragrantica.com/perfume/Afnan/Mystique-Bouquet-92434.html
Violet Bouquet Afnanfor women,for women,3.74,178,"['amber', 'sweet', 'warm spicy', 'animalic', 'woody', 'citrus', 'mossy']",[],https://www.fragrantica.com/perfume/Afnan/Violet-Bouquet-70461.html
Amberythme Afnanfor women and men,for women and men,4.4,53,"['warm spicy', 'amber', 'cinnamon', 'vanilla', 'woody', 'animalic', 'powdery', 'metallic']",[],https://www.fragrantica.com/perfume/Afnan/Amberythme-77450.html
Historic Olmeda Afnanfor women and men,for women and men,4.2,107,"['citrus', 'fresh spicy', 'aromatic', 'woody', 'amber', 'fruity', 'musky', 'fresh', 'animalic', 'balsamic']",[],https://www.fragrantica.com/perfume/Afnan/Historic-Olmeda-75670.html
Mirsaal of Trust Afnanfor men,for men,4.25,403,"['amber', 'woody', 'fruity', 'musky', 'warm spicy', 'sweet', 'aromatic', 'earthy', 'metallic', 'leather']",[],https://www.fragrantica.com/perfume/Afnan/Mirsaal-of-Trust-66849.html
Mirsaal With Love Afnanfor women,for women,3.94,68,"['oud', 'caramel', 'woody', 'mossy', 'amber', 'musky', 'sweet', 'earthy', 'floral', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Mirsaal-With-Love-66848.html
Naseej Al Ehsaas Afnanfor women and men,for women and men,N/A,N/A,"['oud', 'citrus', 'fresh spicy', 'woody', 'rose', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Ehsaas-78626.html
Naseej Al Khuzama Afnanfor women and men,for women and men,3,2,"['white floral', 'musky', 'leather', 'oud', 'amber', 'powdery', 'warm spicy', 'soft spicy', 'animalic', 'sweet']",[],https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Khuzama-78622.html
Dehn al Oudh Abiyad Afnanfor women and men,for women and men,4.01,118,"['musky', 'woody', 'green', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Dehn-al-Oudh-Abiyad-27357.html
Patchouli On Fire Afnanfor women and men,for women and men,3.91,32,"['patchouli', 'woody', 'warm spicy', 'earthy', 'balsamic', 'lavender']",[],https://www.fragrantica.com/perfume/Afnan/Patchouli-On-Fire-75681.html
Tobacco Rush Afnanfor women and men,for women and men,4.22,162,"['tobacco', 'woody', 'sweet', 'warm spicy', 'oud', 'amber', 'whiskey']",[],https://www.fragrantica.com/perfume/Afnan/Tobacco-Rush-75682.html
Portrait - Abstract Afnanfor women and men,for women and men,4.64,11,"['amber', 'leather', 'smoky', 'woody', 'animalic', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Portrait-Abstract-92432.html
Portrait - Revival Afnanfor women and men,for women and men,4.5,12,"['sweet', 'warm spicy', 'cinnamon', 'honey', 'woody', 'fruity']",[],https://www.fragrantica.com/perfume/Afnan/Portrait-Revival-92431.html
